uid,school_type,name,campus,headquarters,undergraduate,operator,prefecture,city,municipality_code,postal_code,address,phone_number,fax_number,kcode,department,name_hira,graduate_course,major_course,master,doctor,related_college,related_undergraduate,created_date,updated_date,salesforce_id
3277,専修学校,国立障害者リハビリテーションセンター学院,,,,国立,埼玉県,所沢市,112089,359-8555,埼玉県所沢市並木４－１,04-2995-3100,04-2995-3102,tcl-K33014054,こくりつしょうがいしゃりはびりて,こくりつしょうがいしゃりはびりて,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWc
3278,専修学校,さいたま市立高等看護学院,,,,公立,埼玉県,さいたま市緑区,111091,336-0911,埼玉県さいたま市緑区大字三室２４６０,048-873-0281,048-873-0282,tcl-K33002059,さいたましりつこうとうかんごがく,さいたましりつこうとうかんごがく,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWd
3279,専修学校,埼玉県立高等看護学院,,,,公立,埼玉県,熊谷市,112020,360-0105,埼玉県熊谷市板井１６９６,048-536-1916,048-536-1914,tcl-K33008996,さいたまけんりつこうとうかんごが,さいたまけんりつこうとうかんごが,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWe
3280,専修学校,川口市立看護専門学校,,,,公立,埼玉県,川口市,112038,333-0826,埼玉県川口市新井宿８０２－３,048-287-2511,048-287-2514,tcl-K33032106,かわぐちしりつかんごせんもんがっ,かわぐちしりつかんごせんもんがっ,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWf
3281,専修学校,独立行政法人国立病院機構西埼玉中央病院附属看護学校,,,,公立,埼玉県,所沢市,112089,359-1151,埼玉県所沢市若狭２－１６７１,04-2948-1118,04-2948-1120,tcl-K33005421,どくりつぎょうせいほうじんこくり,どくりつぎょうせいほうじんこくり,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWg
3282,専修学校,春日部市立看護専門学校,,,,公立,埼玉県,春日部市,112143,344-0061,埼玉県春日部市粕壁６６８６,048-763-4311,048-763-4933,tcl-K33032117,かすかべしりつかんごせんもんがっ,かすかべしりつかんごせんもんがっ,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWh
3283,専修学校,埼玉県農業大学校,,,,公立,埼玉県,熊谷市,112411,360-0112,埼玉県熊谷市樋春２０１０,048-501-6845,048-536-6848,tcl-K33017909,さいたまけんのうぎょうだいがっこ,さいたまけんのうぎょうだいがっこ,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWi
3284,専修学校,呉竹医療専門学校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0854,埼玉県さいたま市大宮区桜木町１－１８５－１,048-658-0001,048-658-0005,tcl-K33000013,くれたけいりょうせんもんがっこう,くれたけいりょうせんもんがっこう,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWj
3285,専修学校,埼玉コンピュータ＆医療事務専門学校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0855,埼玉県さいたま市大宮区上小町１４５０－３,0120-710-108,048-642-2747,tcl-K33000356,さいたまこんぴゅｰたあんどいりょ,さいたまこんぴゅｰたあんどいりょ,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWk
3286,専修学校,大宮歯科衛生士専門学校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0844,埼玉県さいたま市大宮区下町３－４７－１１,048-642-0387,048-649-7922,tcl-K33002543,おおみやしかえいせいしせんもんが,おおみやしかえいせいしせんもんが,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWl
3287,専修学校,専修学校河合塾大宮校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0846,埼玉県さいたま市大宮区大門町３－６７－２,0120-192-720,,tcl-K33003256,せんしゅうがっこうかわいじゅくお,せんしゅうがっこうかわいじゅくお,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWm
3288,専修学校,大宮こども専門学校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0854,埼玉県さいたま市大宮区桜木町１－１９７－１,048-658-0855,,tcl-K33004012,おおみやこどもせんもんがっこう,おおみやこどもせんもんがっこう,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWn
3289,専修学校,大原法律公務員専門学校大宮校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0802,埼玉県さいたま市大宮区宮町４－１３－２,048-647-3399,,tcl-K33009654,おおはらほうりつこうむいんせんも,おおはらほうりつこうむいんせんも,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWo
3290,専修学校,埼玉福祉・保育専門学校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0845,埼玉県さいたま市大宮区仲町３－８８－２,048-649-2331,048-649-2305,tcl-K33011534,さいたまふくし･ほいくせんもんが,さいたまふくし･ほいくせんもんが,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWp
3291,専修学校,大宮理容美容専門学校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0854,埼玉県さいたま市大宮区桜木町４－９２,048-631-3100,048-644-3020,tcl-K33014065,おおみやりようびようせんもんがっ,おおみやりようびようせんもんがっ,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWq
3292,専修学校,大宮医師会看護専門学校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0842,埼玉県さいたま市大宮区浅間町２－１４０,048-641-3160,048-641-3135,tcl-K33014515,おおみやいしかいかんごせんもんが,おおみやいしかいかんごせんもんが,,,,,,,2021-09-17 05:24:57,2025-06-14 23:03:47,0015h00000oIVWr
3293,専修学校,大原医療秘書福祉専門学校大宮校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0802,埼玉県さいたま市大宮区宮町４－１３－２,048-647-3399,048-647-3233,tcl-K33015697,おおはらいりょうひしょふくしせん,おおはらいりょうひしょふくしせん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVWs
3294,専修学校,大原簿記情報ビジネス専門学校大宮校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0802,埼玉県さいたま市大宮区宮町４－１３－２,048-647-3399,048-647-3233,tcl-K33015701,おおはらぼきじょうほうびじねすせ,おおはらぼきじょうほうびじねすせ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVWt
3295,専修学校,駿台予備学校大宮校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0854,埼玉県さいたま市大宮区桜木町１－２３５－３,048-645-3611,048-645-8432,tcl-K33016447,すんだいよびがっこうおおみやこう,すんだいよびがっこうおおみやこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVWu
3296,専修学校,大泉保育福祉専門学校,,,,私立,群馬県,大泉町,105244,370-0525,群馬県邑楽郡大泉町日の出５６－２－５,0276-62-5806,0276-62-5821,tcl-K33022505,おおいずみほいくふくしせんもんが,おおいずみほいくふくしせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVWv
3297,専修学校,小山歯科衛生士専門学校,,,,私立,栃木県,小山市,092088,323-0807,栃木県小山市城東１－３－３,0285-20-3550,0285-20-3560,tcl-K33016229,おやましかえいせいしせんもんがっ,おやましかえいせいしせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVWw
3298,専修学校,群馬パース大学福祉専門学校,,,,私立,群馬県,渋川市,104281,377-0008,群馬県渋川市渋川１３３８－４,0279-60-7010,0279-60-7011,tcl-K33015974,ぐんまぱｰすだいがくふくしせんも,ぐんまぱｰすだいがくふくしせんも,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVWx
3299,専修学校,島田文化服装専門学校,,,,私立,群馬県,館林市,102075,374-0029,群馬県館林市仲町７－２５,0276-72-0675,0276-72-0675,tcl-K33003692,しまだぶんかふくそうせんもんがっ,しまだぶんかふくそうせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVWy
3300,専修学校,高崎市医師会看護専門学校,,,,私立,群馬県,高崎市,102024,370-0006,群馬県高崎市問屋町４－８－１１,027-360-3300,027-363-6222,tcl-K33016263,たかさきしいしかいかんごせんもん,たかさきしいしかいかんごせんもん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVWz
3301,専修学校,高崎ペットワールド専門学校,,,,私立,群馬県,高崎市,102024,370-0843,群馬県高崎市双葉町２－８,027-310-5005,027-310-5622,tcl-K33019945,たかさきぺっとわｰるどせんもんが,たかさきぺっとわｰるどせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX0
3302,専修学校,大原簿記情報ビジネス医療福祉保育専門学校,,,,私立,群馬県,高崎市,102024,370-0846,群馬県高崎市下和田町５－３－１６,027-325-1100,027-325-1109,tcl-K33033244,おおはらぼきじょうほうびじねすい,おおはらぼきじょうほうびじねすい,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX1
3303,専修学校,大原スポーツ公務員専門学校高崎校,,,,私立,群馬県,高崎市,102024,370-0846,群馬県高崎市下和田町５－３－１６,027-325-1100,027-325-1109,tcl-K33033255,おおはらすぽｰつこうむいんせんも,おおはらすぽｰつこうむいんせんも,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX2
3304,専修学校,高崎和服専門学校,,,,私立,群馬県,高崎市,102024,370-0831,群馬県高崎市あら町３－１３,027-323-1383,027-326-6223,tcl-K33041154,たかさきわふくせんもんがっこう,たかさきわふくせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX3
3305,専修学校,高崎ビューティモード専門学校,,,,私立,群馬県,高崎市,102024,370-0841,群馬県高崎市栄町１３－１,027-310-2220,027-327-6344,tcl-K33041156,たかさきびゅｰてぃもｰどせんもん,たかさきびゅｰてぃもｰどせんもん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX4
3306,専修学校,たかさき・ナイチンゲール学院,,,,私立,群馬県,高崎市,102024,370-0026,群馬県高崎市下滝町前畑３７０－２,027-329-7678,027-329-7677,tcl-K33041233,たかさき･ないちんげｰるがくいん,たかさき･ないちんげｰるがくいん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX5
3307,専修学校,桐生市医師会立桐生高等看護学院,,,,私立,群馬県,桐生市,102032,376-0027,群馬県桐生市元宿町１８－２,0277-47-2503,0277-47-5751,tcl-K33012214,きりゅうしいしかいりつきりゅうこ,きりゅうしいしかいりつきりゅうこ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX6
3308,専修学校,クラーク記念国際高等学校桐生校,,,,私立,群馬県,桐生市,102032,376-0011,群馬県桐生市相生町５－５９－２８,0277-53-8511,0277-53-8532,tcl-K33033628,くらｰくきねんこくさいこうとうが,くらｰくきねんこくさいこうとうが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX7
3309,専修学校,専門学校群馬自動車大学校,,,,私立,群馬県,伊勢崎市,102041,379-2215,群馬県伊勢崎市赤堀今井町１－５８１,0120-875-369,0270-62-5470,tcl-K33001391,せんもんがっこうぐんまじどうしゃ,せんもんがっこうぐんまじどうしゃ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX8
3310,専修学校,伊勢崎敬愛看護学院,,,,私立,群馬県,伊勢崎市,102041,372-0024,群馬県伊勢崎市下植木町４６１－１,0270-26-0692,0270-21-7036,tcl-K33003739,いせさきけいあいかんごがくいん,いせさきけいあいかんごがくいん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVX9
3311,専修学校,伊勢崎美容専門学校,,,,私立,群馬県,伊勢崎市,102041,372-0046,群馬県伊勢崎市三光町９－１９,0270-22-5888,0270-22-5889,tcl-K33022642,いせさきびようせんもんがっこう,いせさきびようせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXA
3312,専修学校,太田医療技術専門学校,,,,私立,群馬県,太田市,102059,373-0812,群馬県太田市東長岡町１３７３,0276-25-2414,0276-25-2441,tcl-K33011866,おおたいりょうぎじゅつせんもんが,おおたいりょうぎじゅつせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXB
3313,専修学校,太田情報商科専門学校,,,,私立,群馬県,太田市,102059,373-0812,群馬県太田市東長岡町１３６１,0276-25-2424,0276-25-2444,tcl-K33011903,おおたじょうほうしょうかせんもん,おおたじょうほうしょうかせんもん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXC
3314,専修学校,専門学校太田自動車大学校,,,,私立,群馬県,太田市,102059,373-0022,群馬県太田市東金井町７９６,0276-25-2425,0276-25-8610,tcl-K33011914,せんもんがっこうおおたじどうしゃ,せんもんがっこうおおたじどうしゃ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXD
3315,専修学校,太田動物専門学校,,,,私立,群馬県,太田市,102059,373-0801,群馬県太田市台之郷町１０６０－１,0276-49-2885,0276-49-2885,tcl-K33013363,おおたどうぶつせんもんがっこう,おおたどうぶつせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXE
3316,専修学校,東群馬看護専門学校,,,,私立,群馬県,太田市,102059,373-0829,群馬県太田市高林北町２１３４,0276-38-6200,0276-38-6201,tcl-K33023632,ひがしぐんまかんごせんもんがっこ,ひがしぐんまかんごせんもんがっこ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXF
3317,専修学校,ＳＵＢＡＲＵ健康保険組合太田高等看護学院,,,,私立,群馬県,太田市,102059,373-0055,群馬県太田市大島町４６１－１,0276-55-2450,0276-55-2451,tcl-K33026370,すばるけんこうほけんくみあいおお,すばるけんこうほけんくみあいおお,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXG
3318,専修学校,中央医療歯科専門学校,,,,私立,群馬県,太田市,102059,373-0026,群馬県太田市東本町４１－１２,0276-25-8833,0276-72-0797,tcl-K33030403,ちゅうおういりょうしかせんもんが,ちゅうおういりょうしかせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXH
3319,専修学校,渋川看護専門学校,,,,私立,群馬県,渋川市,102083,377-0027,群馬県渋川市金井３５６,0279-20-1174,0279-22-3174,tcl-K33005937,しぶかわかんごせんもんがっこう,しぶかわかんごせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXI
3320,専修学校,東京ＩＴ会計法律専門学校大宮校,,,,私立,埼玉県,さいたま市大宮区,111031,330-0854,埼玉県さいたま市大宮区桜木町１－１５２－１,048-658-4110,048-658-4171,tcl-K33017862,とうきょうあいてぃｰかいけいほう,とうきょうあいてぃｰかいけいほう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXJ
3321,専修学校,中央福祉医療専門学校,,,,私立,栃木県,小山市,092088,323-0812,栃木県小山市土塔２３４－２,0285-28-2941,0285-28-2940,tcl-K33013525,ちゅうおうふくしいりょうせんもん,ちゅうおうふくしいりょうせんもん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXK
3322,専修学校,国際テクニカルデザイン・自動車専門学校,,,,私立,栃木県,小山市,092088,323-0821,栃木県小山市三峯１－１０－２１,0285-28-0777,0285-28-3586,tcl-K33004039,こくさいてくにかるでざいん･じど,こくさいてくにかるでざいん･じど,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXL
3323,専修学校,石岡和裁専門学校,,,,私立,茨城県,石岡市,082058,315-0016,茨城県石岡市総社２－７－４０,0299-23-9395,0299-23-9395,tcl-K33041148,いしおかわさいせんもんがっこう,いしおかわさいせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXM
3324,専修学校,茨城県結城看護専門学校,,,,私立,茨城県,結城市,082074,307-0001,茨城県結城市大字結城１２１１－７,0296-33-1922,0296-33-1920,tcl-K33009045,いばらきけんゆうきかんごせんもん,いばらきけんゆうきかんごせんもん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXN
3325,専修学校,茨城県きぬ看護専門学校,,,,私立,茨城県,常総市,082112,303-0003,茨城県常総市水海道橋本町３１７３－１５,0297-22-1960,0297-22-1965,tcl-K33009115,いばらきけんきぬかんごせんもんが,いばらきけんきぬかんごせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXO
3326,専修学校,東海学院文化教養専門学校,,,,私立,茨城県,取手市,082171,302-0015,茨城県取手市井野台１－２２－１４,0297-72-1000,0297-72-2213,tcl-K33004556,とうかいがくいんぶんかきょうよう,とうかいがくいんぶんかきょうよう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXP
3327,専修学校,取手歯科衛生専門学校,,,,私立,茨城県,取手市,082171,302-0013,茨城県取手市台宿２－３１３６－８,0297-77-1220,0297-77-1225,tcl-K33006363,とりでしかえいせいせんもんがっこ,とりでしかえいせいせんもんがっこ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXQ
3328,専修学校,成田つくば航空専門学校,,,,私立,茨城県,取手市,082171,302-0004,茨城県取手市取手西野甲１８４２,0471-88-7787,0471-88-7899,tcl-K33027717,なりたつくばこうくうせんもんがっ,なりたつくばこうくうせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXR
3329,専修学校,やよいファッション専修学校,,,,私立,茨城県,取手市,082171,302-0004,茨城県取手市取手１－１１－１０,0297-72-2161,0297-72-3236,tcl-K33041150,やよいふぁっしょんせんしゅうがっ,やよいふぁっしょんせんしゅうがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXS
3330,専修学校,つくば栄養調理製菓専門学校,,,,私立,茨城県,牛久市,082198,300-1207,茨城県牛久市ひたち野東１－１４－８,029-870-5454,029-873-0154,tcl-K33021319,つくばえいようちょうりせいかせん,つくばえいようちょうりせいかせん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXT
3331,専修学校,土浦協同病院附属看護専門学校,,,,私立,茨城県,石岡市,082058,315-0048,茨城県石岡市三村字大原２４４０－２７,0299-59-6061,0299-59-6062,tcl-K33023045,つちうらきょうどうびょういんふぞ,つちうらきょうどうびょういんふぞ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXU
3332,専修学校,つくば自動車大学校,,,,私立,茨城県,つくば市,082201,305-0004,茨城県つくば市柴崎６２４－５,029-863-0035,029-857-9706,tcl-K33000459,つくばじどうしゃせいびせんもんが,つくばじどうしゃせいびせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXV
3333,専修学校,筑波総合福祉専門学校,,,,私立,茨城県,つくば市,082201,305-0034,茨城県つくば市小野崎３０３－６,029-860-5055,029-860-5055,tcl-K33020123,つくばそうごうふくしせんもんがっ,つくばそうごうふくしせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXW
3334,専修学校,筑波学園看護専門学校,,,,私立,茨城県,つくば市,082201,305-0854,茨城県つくば市上横場２５７３－２０１,029-836-5285,029-836-9604,tcl-K33020916,つくばがくえんかんごせんもんがっ,つくばがくえんかんごせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXX
3335,専修学校,つくばビジネスカレッジ専門学校,,,,私立,茨城県,つくば市,082201,305-0003,茨城県つくば市桜２－１４－４,029-857-9700,029-857-9711,tcl-K33031585,つくばびじねすかれっじせんもんが,つくばびじねすかれっじせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXY
3336,専修学校,茨城北西看護専門学校,,,,私立,茨城県,常陸大宮市,082252,319-2131,茨城県常陸大宮市下村田２３０４－４,0295-54-1422,0295-54-1424,tcl-K33007342,いばらきほくせいかんごせんもんが,いばらきほくせいかんごせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXZ
3337,専修学校,つくば歯科福祉専門学校,,,,私立,茨城県,筑西市,082279,308-0811,茨城県筑西市茂田ザ・ヒロサワ・シティ,0296-23-1220,029-869-1228,tcl-K33006374,つくばしかふくしせんもんがっこう,つくばしかふくしせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXa
3338,専修学校,細谷高等専修学校,,,,私立,茨城県,筑西市,082279,308-0041,茨城県筑西市乙２８８,0296-22-2733,0296-25-6820,tcl-K33012904,ほそやこうとうせんしゅうがっこう,ほそやこうとうせんしゅうがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXb
3339,専修学校,宮本看護専門学校,,,,私立,茨城県,稲敷市,082295,300-0605,茨城県稲敷市幸田９２４－３,0299-79-3010,0299-79-3011,tcl-K33013813,みやもとかんごせんもんがっこう,みやもとかんごせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXc
3340,専修学校,白十字看護専門学校,,,,私立,茨城県,神栖市,082325,314-0134,茨城県神栖市賀２１４９－５,0299-92-3891,0299-93-1085,tcl-K33017275,はくじゅうじかんごせんもんがっこ,はくじゅうじかんごせんもんがっこ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXd
3341,専修学校,つくば国際ペット専門学校,,,,私立,茨城県,つくば市,082201,300-4353,茨城県つくば市沼田５７８,029-866-2800,029-866-2350,tcl-K33013123,つくばこくさいぺっとせんもんがっ,つくばこくさいぺっとせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXe
3342,専修学校,アジア動物専門学校,,,,私立,茨城県,石岡市,082058,315-0015,茨城県石岡市貝地２－８－３８,0299-35-5380,0299-35-5381,tcl-K33021168,あじあどうぶつせんもんがっこう,あじあどうぶつせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXf
3343,専修学校,茨城理容美容専門学校,,,,私立,茨城県,石岡市,082058,315-0013,茨城県石岡市府中１－２－１３,0299-22-2373,0299-23-4168,tcl-K33011682,いばらきりようびようせんもんがっ,いばらきりようびようせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXg
3344,専修学校,晃陽看護栄養専門学校,,,,私立,茨城県,古河市,082040,306-0011,茨城県古河市東１－５－２６,0280-31-7888,0280-31-4448,tcl-K33027924,こうようかんごえいようせんもんが,こうようかんごえいようせんもんが,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXh
3345,専修学校,水戸経理専門学校,,,,私立,茨城県,水戸市,082015,310-0812,茨城県水戸市浜田２－１１－１８,029-221-8800,029-221-8054,tcl-K33030067,みとけいりせんもんがっこう,みとけいりせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXi
3346,専修学校,専門学校水戸自動車大学校,,,,私立,茨城県,水戸市,082015,310-0812,茨城県水戸市浜田２－１４－２２,029-221-8800,029-221-8226,tcl-K33030517,せんもんがっこうみとじどうしゃだ,せんもんがっこうみとじどうしゃだ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXj
3347,専修学校,いばらき中央福祉専門学校,,,,私立,茨城県,水戸市,082015,319-0323,茨城県水戸市鯉渕町２２２２－２,029-259-9292,029-259-9292,tcl-K33031242,いばらきちゅうおうふくしせんもん,いばらきちゅうおうふくしせんもん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXk
3348,専修学校,専修学校河合塾水戸校,,,,私立,茨城県,水戸市,082015,310-0015,茨城県水戸市宮町１－２－２２,029-302-6581,,tcl-K33041290,せんしゅうがっこうかわいじゅくみ,せんしゅうがっこうかわいじゅくみ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXl
3349,専修学校,駿優国際医療ビジネス専門学校,,,,私立,茨城県,水戸市,082015,310-0011,茨城県水戸市三の丸２－１－５６,029-221-5756,029-224-7757,tcl-K33041398,しゅんゆうこくさいいりょうびじね,しゅんゆうこくさいいりょうびじね,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXm
3350,専修学校,白土ドレスメーカー専門学校,,,,私立,茨城県,日立市,082023,317-0062,茨城県日立市平和町１－１－６,0294-21-0011,0294-21-0011,tcl-K33000242,しらとどれすめｰかｰせんもんがっ,しらとどれすめｰかｰせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXn
3351,専修学校,日立メディカルセンター看護専門学校,,,,私立,茨城県,日立市,082023,302-0013,茨城県日立市高鈴町１－４－１０,0294-59-3200,0294-24-3201,tcl-K33014652,ひたちめでぃかるせんたｰかんごせ,ひたちめでぃかるせんたｰかんごせ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXo
3352,専修学校,日立高等技芸専門学校,,,,私立,茨城県,日立市,082023,317-0063,茨城県日立市若葉町１－１７－９,0294-23-4111,0294-33-5114,tcl-K33017895,ひたちこうとうぎげいせんもんがっ,ひたちこうとうぎげいせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXp
3353,専修学校,日立工業専修学校,,,,私立,茨城県,日立市,082023,316-0032,茨城県日立市西成沢町２－１７－１,0294-28-5009,0294-28-5391,tcl-K33019978,ひたちこうぎょうせんしゅうがっこ,ひたちこうぎょうせんしゅうがっこ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXq
3354,専修学校,竹岸食肉専門学校,,,,私立,茨城県,土浦市,082031,300-0841,茨城県土浦市大字中猫内７１０－２,029-841-0497,029-841-2000,tcl-K33002819,たけぎししょくにくせんもんがっこ,たけぎししょくにくせんもんがっこ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXr
3355,専修学校,土浦看護専門学校,,,,私立,茨城県,土浦市,082031,300-0839,茨城県土浦市滝田１－７－３,029‐835‐3001,029-827-1002,tcl-K33004001,つちうらかんごせんもんがっこう,つちうらかんごせんもんがっこう,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXs
3356,専修学校,筑波保育医療専門学校,,,,私立,茨城県,土浦市,082031,300-0031,茨城県土浦市東崎町８－５,029-821-2264,029-821-1326,tcl-K33010913,つくばほいくいりょうせんもんがっ,つくばほいくいりょうせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXt
3357,専修学校,筑波研究学園専門学校,,,,私立,茨城県,土浦市,082031,300-0811,茨城県土浦市上高津１６０１,029-822-2452,029-824-3966,tcl-K33011970,つくばけんきゅうがくえんせんもん,つくばけんきゅうがくえんせんもん,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXu
3358,専修学校,アール医療福祉専門学校,,,,私立,茨城県,土浦市,082031,300-0032,茨城県土浦市湖北２－１０－３５,029-824-7611,029-823-5155,tcl-K33027175,あｰるいりょうふくしせんもんがっ,あｰるいりょうふくしせんもんがっ,,,,,,,2021-09-17 05:24:58,2025-06-14 23:03:47,0015h00000oIVXv
